Sample_id,Coverage,Breed,SampleName,DiseaseAcronym,Status,The_reason_to_exclude
CAAN000001,21.96,Canaan Dog,CAAN000001,NA,Normal,Pass QC
CAAN000002,24.23,Canaan Dog,CAAN000002,NA,Normal,Pass QC
CAIR000001,16.68,Cairn Terrier,CAIR000001,NA,Normal,Pass QC
CAIR000002,26.66,Cairn Terrier,CAIR000002,NA,Normal,Pass QC
CAIR000003,16.97,Cairn Terrier,CAIR000003,NA,Normal,Pass QC
CAIR000004,20.67,Cairn Terrier,CAIR000004,NA,Normal,Pass QC
CAIR000005,20.68,Cairn Terrier,CAIR000005,NA,Normal,Pass QC
CANM000001,17.32,Dogo Canario,CANM000001,NA,Normal,Pass QC
CANM000002,21.28,Dogo Canario,CANM000002,NA,Normal,Pass QC
CANM000003,19.61,Dogo Canario,CANM000003,NA,Normal,Pass QC
CANM000004,19.32,Dogo Canario,CANM000004,NA,Normal,Pass QC
CANM000005,18.02,Dogo Canario,CANM000005,NA,Normal,Pass QC
CANM000006,23.72,Dogo Canario,CANM000006,NA,Normal,Pass QC
CARD000001,19.39,Cardigan Welsh Corgi,CARD000001,NA,Normal,Pass QC
CARD000002,17,Schipperke,CARD000002,NA,Normal,Pass QC
CARD000003,21,Cardigan Welsh Corgi,CARD000003,NA,Normal,Pass QC
CARD000004,19.84,Cardigan Welsh Corgi,CARD000004,NA,Normal,Pass QC
CARD000005,19.95,Cardigan Welsh Corgi,CARD000005,NA,Normal,Pass QC
CASD000001,20.3,Central Asian Shepherd Dog,CASD000001,NA,Normal,Pass QC
CASD000002,17.46,Central Asian Shepherd Dog,CASD000002,NA,Normal,Pass QC
CASD000003,17.53,Central Asian Shepherd Dog,CASD000003,NA,Normal,Pass QC
CAUC000001,18.4,Caucasian Ovcharka,CAUC000001,NA,Normal,Pass QC
CAUC000002,21.12,Caucasian Ovcharka,CAUC000002,NA,Normal,Pass QC
CAUC000003,20.65,Caucasian Ovcharka,CAUC000003,NA,Normal,Pass QC
CAUC000004,17.4,Caucasian Ovcharka,CAUC000004,NA,Normal,Pass QC
CCRT000001,17.75,Curly-Coated Retriever,CCRT000001,NA,Normal,Pass QC
CCRT000002,19.3,Curly-Coated Retriever,CCRT000002,NA,Normal,Pass QC
CCRT000003,19.51,Curly-Coated Retriever,CCRT000003,NA,Normal,Pass QC
CCRT000004,20.01,Curly-Coated Retriever,CCRT000004,NA,Normal,Pass QC
CFOU000001,18.29,Cesky Fousek,CFOU000001,NA,Normal,Pass QC
CFOU000002,20.12,Cesky Fousek,CFOU000002,NA,Normal,Pass QC
CFOU000003,18.86,Cesky Fousek,CFOU000003,NA,Normal,Pass QC
CFOU000004,18.8,Cesky Fousek,CFOU000004,NA,Normal,Pass QC
CHBR000001,18.24,Chesapeake Bay Retriever,CHBR000001,NA,Normal,Pass QC
CHBR000002,18,Chesapeake Bay Retriever,CHBR000002,NA,Normal,Pass QC
CHBR000003,17.61,Chesapeake Bay Retriever,CHBR000003,NA,Normal,Pass QC
CHBR000004,21.05,Chesapeake Bay Retriever,CHBR000004,NA,Normal,Pass QC
CHBR000005,17.19,Chesapeake Bay Retriever,CHBR000005,NA,Normal,Pass QC
CHIH000005,18.23,Chihuahua,CHIH000005,NA,Normal,Pass QC
CHIH000006,18.64,Chihuahua,CHIH000006,NA,Normal,Pass QC
CHIN000001,18.18,Japanese Chin,CHIN000001,NA,Normal,Pass QC
CHIN000003,18.64,Japanese Chin,CHIN000003,NA,Normal,Pass QC
CHIN000004,16.33,Japanese Chin,CHIN000004,NA,Normal,Pass QC
CHIN000005,17.38,Japanese Chin,CHIN000005,NA,Normal,Pass QC
CHIN000006,19.06,Japanese Chin,CHIN000006,NA,Normal,Pass QC
CHIN000007,17.97,Japanese Chin,CHIN000007,NA,Normal,Pass QC
CHIN000008,19.77,Japanese Chin,CHIN000008,NA,Normal,Pass QC
CHOW000001,19.52,Chow Chow,CHOW000001,NA,Normal,Pass QC
CHOW000002,19.63,Chow Chow,CHOW000002,NA,Normal,Pass QC
CHOW000003,18.42,Chow Chow,CHOW000003,NA,Normal,Pass QC
CHOW000004,20.52,Chow Chow,CHOW000004,NA,Normal,Pass QC
CIRN000001,18.25,Cirneco dell'Etna,CIRN000001,NA,Normal,Pass QC
CIRN000002,18.54,Cirneco dell'Etna,CIRN000002,NA,Normal,Pass QC
CIRN000003,17.54,Cirneco dell'Etna,CIRN000003,NA,Normal,Pass QC
CIRN000004,19.56,Cirneco dell'Etna,CIRN000004,NA,Normal,Pass QC
CIRN000005,18.29,Cirneco dell'Etna,CIRN000005,NA,Normal,Pass QC
CIRN000006,17.65,Cirneco dell'Etna,CIRN000006,NA,Normal,Pass QC
CKCS000001,16.56,Cavalier King Charles Spaniel,CKCS000001,NA,Normal,Pass QC
CKCS000002,16.14,Cavalier King Charles Spaniel,CKCS000002,NA,Normal,Pass QC
CKCS000003,19.98,Cavalier King Charles Spaniel,CKCS000003,NA,Normal,Pass QC
CKCS000004,18.65,Cavalier King Charles Spaniel,CKCS000004,NA,Normal,Pass QC
CKCS000005,19.48,Cavalier King Charles Spaniel,CKCS000005,NA,Normal,Pass QC
CLSP000001,19.13,Clumber Spaniel,CLSP000001,NA,Normal,Pass QC
CLSP000002,19.9,Clumber Spaniel,CLSP000002,NA,Normal,Pass QC
CLSP000003,18.85,Clumber Spaniel,CLSP000003,NA,Normal,Pass QC
CLSP000004,17.52,Clumber Spaniel,CLSP000004,NA,Normal,Pass QC
CLSP000005,17.55,Clumber Spaniel,CLSP000005,NA,Normal,Pass QC
CNCS000001,21.11,Cane Corso,CNCS000001,NA,Normal,Pass QC
CNCS000002,18.37,Cane Corso,CNCS000002,NA,Normal,Pass QC
CNCS000003,18.7,Cane Corso,CNCS000003,NA,Normal,Pass QC
CNCS000004,21.24,Cane Corso,CNCS000004,NA,Normal,Pass QC
CNTI000001,17.32,Continental Bulldog,CNTI000001,NA,Normal,Pass QC
CNTI000002,19.76,Continental Bulldog,CNTI000002,NA,Normal,Pass QC
CNTI000003,18.81,Continental Bulldog,CNTI000003,NA,Normal,Pass QC
CNTI000004,17.69,Continental Bulldog,CNTI000004,NA,Normal,Pass QC
CNTI000005,18.06,Continental Bulldog,CNTI000005,NA,Normal,Pass QC
CNTI000006,18.9,Continental Bulldog,CNTI000006,NA,Normal,Pass QC
COLL000001,20.01,Collie,COLL000001,NA,Normal,Pass QC
COLL000002,19.2,Collie,COLL000002,NA,Normal,Pass QC
COLL000003,19.73,Collie,COLL000003,NA,Normal,Pass QC
COLL000004,18.78,Collie,COLL000004,NA,Normal,Pass QC
COLL000005,20.76,Collie,COLL000005,NA,Normal,Pass QC
COLL000006,16.72,Collie,COLL000006,NA,Normal,Pass QC
COLL000007,22.28,Collie,COLL000007,NA,Normal,Pass QC
COLL000008,19.16,Collie,COLL000008,NA,Normal,Pass QC
COLL000009,18.89,Collie,COLL000009,NA,Normal,Pass QC
COLL000010,19.7,Collie,COLL000010,NA,Normal,Pass QC
COLL000011,19.67,Collie,COLL000011,NA,Normal,Pass QC
COLL000012,20.26,Collie,COLL000012,NA,Normal,Pass QC
COLL000013,28.7,Collie,COLL000013,NA,Normal,Pass QC
COOK000001,17.46,Chinook,COOK000001,NA,Normal,Pass QC
COOK000002,20.21,Chinook,COOK000002,NA,Normal,Pass QC
COOK000003,19.47,Chinook,COOK000003,NA,Normal,Pass QC
COOK000004,17.51,Chinook,COOK000004,NA,Normal,Pass QC
COOK000005,16.48,Chinook,COOK000005,NA,Normal,Pass QC
COOK000006,16.16,Chinook,COOK000006,NA,Normal,Pass QC
COOK000007,11.45,Chinook,COOK000007,NA,Normal,Pass QC
COOK000008,8.77,Chinook,COOK000008,NA,Normal,Pass QC
COOK000009,10.19,Chinook,COOK000009,NA,Normal,Pass QC
COTO000001,18.85,Coton de Tulear,COTO000001,NA,Normal,Pass QC
COTO000002,16.64,Coton de Tulear,COTO000002,NA,Normal,Pass QC
COTO000003,18.11,Coton de Tulear,COTO000003,NA,Normal,Pass QC
COTO000004,17.74,Coton de Tulear,COTO000004,NA,Normal,Pass QC
CRES000001,18.83,Chinese Crested,CRES000001,NA,Normal,Pass QC
CRES000002,18.16,Chinese Crested,CRES000002,NA,Normal,Pass QC
CRSP000001,16.86,Croatian Sheepdog,CRSP000001,NA,Normal,Pass QC
CRSP000002,20.14,Croatian Sheepdog,CRSP000002,NA,Normal,Pass QC
CRSP000003,17.24,Croatian Sheepdog,CRSP000003,NA,Normal,Pass QC
CRSP000004,17.97,Croatian Sheepdog,CRSP000004,NA,Normal,Pass QC
CRTR000001,18.15,Cretan Tracer,CRTR000001,NA,Normal,Pass QC
CRTR000002,18.63,Cretan Tracer,CRTR000002,NA,Normal,Pass QC
CRTR000003,17.34,Cretan Tracer,CRTR000003,NA,Normal,Pass QC
CRTR000004,18.28,Cretan Tracer,CRTR000004,NA,Normal,Pass QC
CRTR000005,19.18,Cretan Tracer,CRTR000005,NA,Normal,Pass QC
CRTR000006,17.32,Cretan Tracer,CRTR000006,NA,Normal,Pass QC
CRTR000007,17.5,Cretan Tracer,CRTR000007,NA,Normal,Pass QC
CRTR000008,17.77,Hellenic Hound,CRTR000008,NA,Normal,Pass QC
CRTR000009,18.92,Hellenic Hound,CRTR000009,NA,Normal,Pass QC
CRTR000010,18.59,Hellenic Hound,CRTR000010,NA,Normal,Pass QC
CRTR000011,17.12,Hellenic Hound,CRTR000011,NA,Normal,Pass QC
CRTR000012,17.31,Hellenic Hound,CRTR000012,NA,Normal,Pass QC
CSHD000001,17.29,Catalan Sheepdog,CSHD000001,NA,Normal,Pass QC
CSHD000002,18.98,Catalan Sheepdog,CSHD000002,NA,Normal,Pass QC
CSHD000003,18.31,Catalan Sheepdog,CSHD000003,NA,Normal,Pass QC
CSHD000004,19.36,Catalan Sheepdog,CSHD000004,NA,Normal,Pass QC
CSHD000005,19.74,Catalan Sheepdog,CSHD000005,NA,Normal,Pass QC
CSKT000001,7.7,Cesky Terrier,CSKT000001,NA,Normal,Pass QC
CSKT000002,14.09,Cesky Terrier,CSKT000002,NA,Normal,Pass QC
CSKT000003,20.24,Cesky Terrier,CSKT000003,NA,Normal,Pass QC
CSKT000004,16.72,Cesky Terrier,CSKT000004,NA,Normal,Pass QC
CSKT000005,19.23,Cesky Terrier,CSKT000005,NA,Normal,Pass QC
CSKT000006,19.67,Cesky Terrier,CSKT000006,NA,Normal,Pass QC
CSKT000007,18.72,Cesky Terrier,CSKT000007,NA,Normal,Pass QC
CSKT000008,17.67,Cesky Terrier,CSKT000008,NA,Normal,Pass QC
CTLB000001,18.68,Catalburun,CTLB000001,NA,Normal,Pass QC
CTLB000002,19.14,Catalburun,CTLB000002,NA,Normal,Pass QC
CTLB000003,20.21,Catalburun,CTLB000003,NA,Normal,Pass QC
CZEC000001,18.05,Czechoslovakian Wolfdog,CZEC000001,NA,Normal,Pass QC
CZEC000002,18.56,Czechoslovakian Wolfdog,CZEC000002,NA,Normal,Pass QC
CZEC000003,20.69,Czechoslovakian Wolfdog,CZEC000003,NA,Normal,Pass QC
CZEC000004,19.6,Czechoslovakian Wolfdog,CZEC000004,NA,Normal,Pass QC
DACH000001,18.56,Dachshund,DACH000001,NA,Normal,Pass QC
DACH000002,21.29,Dachshund,DACH000002,NA,Normal,Pass QC
DACH000003,18.31,Dachshund,DACH000003,NA,Normal,Pass QC
DACH000004,18.05,Dachshund,DACH000004,NA,Normal,Pass QC
DACH000005,18.28,Dachshund,DACH000005,NA,Normal,Pass QC
DACH000006,19.74,Dachshund,DACH000006,NA,Normal,Pass QC
DACH000007,18.6,Dachshund,DACH000007,NA,Normal,Pass QC
DACH000008,17.55,Dachshund,DACH000008,NA,Normal,Pass QC
DACH000009,19.74,Dachshund,DACH000009,NA,Normal,Pass QC
DACH000010,18.76,Dachshund,DACH000010,NA,Normal,Pass QC
DACH000011,16.8,Dachshund,DACH000011,NA,Normal,Pass QC
DACH000012,17.95,Dachshund,DACH000012,NA,Normal,Pass QC
DACH000013,18.08,Dachshund,DACH000013,NA,Normal,Pass QC
DACH000014,20.91,Dachshund,DACH000014,NA,Normal,Pass QC
DACH000015,19.71,Dachshund,DACH000015,NA,Normal,Pass QC
DACH000016,18.01,Dachshund,DACH000016,NA,Normal,Pass QC
DACH000017,19,Dachshund,DACH000017,NA,Normal,Pass QC
DALM000001,23.06,Dalmatian,DALM000001,NA,Normal,Pass QC
DALM000002,18.39,Dalmatian,DALM000002,NA,Normal,Pass QC
DALM000003,18.44,Dalmatian,DALM000003,NA,Normal,Pass QC
DALM000004,17.98,Dalmatian,DALM000004,NA,Normal,Pass QC
DALM000005,22.02,Dalmatian,DALM000005,NA,Normal,Pass QC
DAND000001,21.35,Dandie Dinmont Terrier,DAND000001,NA,Normal,Pass QC
DAND000002,18.62,Dandie Dinmont Terrier,DAND000002,NA,Normal,Pass QC
DAND000003,20.38,Dandie Dinmont Terrier,DAND000003,NA,Normal,Pass QC
DAND000004,20.24,Dandie Dinmont Terrier,DAND000004,NA,Normal,Pass QC
DAND000005,21.83,Dandie Dinmont Terrier,DAND000005,NA,Normal,Pass QC
DAND000006,19.26,Dandie Dinmont Terrier,DAND000006,NA,Normal,Pass QC
DARG000001,15.38,Dogo Argentino,DARG000001,NA,Normal,Pass QC
DARG000002,14.43,Dogo Argentino,DARG000002,NA,Normal,Pass QC
DARG000003,17.65,Dogo Argentino,DARG000003,NA,Normal,Pass QC
DARG000004,17.77,Dogo Argentino,DARG000004,NA,Normal,Pass QC
DARG000005,17.28,Dogo Argentino,DARG000005,NA,Normal,Pass QC
DDBX000001,16.26,Dogue de Bordeaux,DDBX000001,NA,Normal,Pass QC
DDBX000002,20.35,Dogue de Bordeaux,DDBX000002,NA,Normal,Pass QC
DDBX000003,17.73,Dogue de Bordeaux,DDBX000003,NA,Normal,Pass QC
DDBX000004,16.95,Dogue de Bordeaux,DDBX000004,NA,Normal,Pass QC
DDBX000005,20.02,Dogue de Bordeaux,DDBX000005,NA,Normal,Pass QC
DEER000001,17.21,Scottish Deerhound,DEER000001,NA,Normal,Pass QC
DEER000002,20.48,Scottish Deerhound,DEER000002,NA,Normal,Pass QC
DEER000003,22.05,Scottish Deerhound,DEER000003,NA,Normal,Pass QC
DEER000004,22.16,Scottish Deerhound,DEER000004,NA,Normal,Pass QC
DOBP000001,19.49,Doberman Pinscher,DOBP000001,NA,Normal,Pass QC
DOBP000002,17.77,Doberman Pinscher,DOBP000002,NA,Normal,Pass QC
DOBP000003,18.05,Doberman Pinscher,DOBP000003,NA,Normal,Pass QC
DOBP000004,17.56,Doberman Pinscher,DOBP000004,NA,Normal,Pass QC
DOBP000005,16.27,Doberman Pinscher,DOBP000005,NA,Normal,Pass QC
DOBP000006,16.87,Doberman Pinscher,DOBP000006,NA,Normal,Pass QC
DOBP000007,17.85,Doberman Pinscher,DOBP000007,NA,Normal,Pass QC
DREV000001,18.94,Drever,DREV000001,NA,Normal,Pass QC
DREV000002,20.32,Drever,DREV000002,NA,Normal,Pass QC
DREV000003,17.68,Drever,DREV000003,NA,Normal,Pass QC
DREV000004,18.84,Drever,DREV000004,NA,Normal,Pass QC
DREV000005,17.25,Drever,DREV000005,NA,Normal,Pass QC
DREV000006,19.01,Drever,DREV000006,NA,Normal,Pass QC
DSFD000001,21.98,Danish-Swedish Farmdog,DSFD000001,NA,Normal,Pass QC
DSFD000002,19.95,Danish-Swedish Farmdog,DSFD000002,NA,Normal,Pass QC
DSFD000003,17.69,Danish-Swedish Farmdog,DSFD000003,NA,Normal,Pass QC
DSFD000004,19.35,Danish-Swedish Farmdog,DSFD000004,NA,Normal,Pass QC
DSFD000005,18.65,Danish-Swedish Farmdog,DSFD000005,NA,Normal,Pass QC
DSFD000006,18.46,Danish-Swedish Farmdog,DSFD000006,NA,Normal,Pass QC
DSHP000001,17.77,Unknown,DSHP000001,NA,Normal,Pass QC
DSHP000002,13.02,Dutch Shepherd,DSHP000002,NA,Normal,Pass QC
DSHP000003,20.47,Dutch Shepherd,DSHP000003,NA,Normal,Pass QC
DSHP000004,20.84,Dutch Shepherd,DSHP000004,NA,Normal,Pass QC
DSHP000005,19.89,Dutch Shepherd,DSHP000005,NA,Normal,Pass QC
DSHP000006,19.97,Dutch Shepherd,DSHP000006,NA,Normal,Pass QC
DUPD000001,18.72,Dutch Partridge Dog,DUPD000001,NA,Normal,Pass QC
ECKR000001,18.09,English Cocker Spaniel,ECKR000001,NA,Normal,Pass QC
ECKR000002,20.06,English Cocker Spaniel,ECKR000002,NA,Normal,Pass QC
ECKR000003,18.47,English Cocker Spaniel,ECKR000003,NA,Normal,Pass QC
EEUS000001,17.17,East-European shepherd,EEUS000001,NA,Normal,Pass QC
EEUS000002,17.97,East-European shepherd,EEUS000002,NA,Normal,Pass QC
EEUS000003,19.13,East-European shepherd,EEUS000003,NA,Normal,Pass QC
EFXH000002,19.18,English Foxhound,EFXH000002,NA,Normal,Pass QC
EFXH000003,16.75,English Foxhound,EFXH000003,NA,Normal,Pass QC
EGTT000001,18.69,English Toy Spaniel,EGTT000001,NA,Normal,Pass QC
EGTT000002,18.71,English Toy Spaniel,EGTT000002,NA,Normal,Pass QC
EGTT000003,21.73,English Toy Spaniel,EGTT000003,NA,Normal,Pass QC
EGTT000004,18.13,English Shepherd,EGTT000004,NA,Normal,Pass QC
EGTT000005,18.23,English Shepherd,EGTT000005,NA,Normal,Pass QC
EGTT000006,19.93,English Shepherd,EGTT000006,NA,Normal,Pass QC
EGTT000007,20.03,English Toy Terrier,EGTT000007,NA,Normal,Pass QC
EGTT000008,18.57,English Toy Terrier,EGTT000008,NA,Normal,Pass QC
EGTT000009,17.37,English Toy Terrier,EGTT000009,NA,Normal,Pass QC
EGTT000010,21.93,English Toy Terrier,EGTT000010,NA,Normal,Pass QC
EGTT000011,17.14,English Toy Terrier,EGTT000011,NA,Normal,Pass QC
EGTT000012,21.48,English Toy Terrier,EGTT000012,NA,Normal,Pass QC
EGTT000013,16.89,English Toy Terrier,EGTT000013,NA,Normal,Pass QC
EGTT000014,19.9,English Toy Terrier,EGTT000014,NA,Normal,Pass QC
EGTT000015,17.56,English Toy Terrier,EGTT000015,NA,Normal,Pass QC
EGTT000016,20.49,English Toy Terrier,EGTT000016,NA,Normal,Pass QC
ELOD000001,22.04,Elo,ELOD000001,NA,Normal,Pass QC
ELOD000002,18,Elo,ELOD000002,NA,Normal,Pass QC
ELOD000003,18.62,Elo,ELOD000003,NA,Normal,Pass QC
ELOD000004,18.11,Elo,ELOD000004,NA,Normal,Pass QC
ELOD000005,18,Elo,ELOD000005,NA,Normal,Pass QC
ENTB000001,20.78,Entlebucher Mountain Dog,ENTB000001,NA,Normal,Pass QC
ENTB000002,19.57,Entlebucher Mountain Dog,ENTB000002,NA,Normal,Pass QC
ENTB000003,16.07,Entlebucher Mountain Dog,ENTB000003,NA,Normal,Pass QC
ENTB000004,27.77,Entlebucher Mountain Dog,ENTB000004,NA,Normal,Pass QC
ENTB000005,20.11,Entlebucher Mountain Dog,ENTB000005,NA,Normal,Pass QC
ENTB000006,17.78,Entlebucher Mountain Dog,ENTB000006,NA,Normal,Pass QC
ENTB000007,17.78,Entlebucher Mountain Dog,ENTB000007,NA,Normal,Pass QC
ENTB000008,18.71,Entlebucher Mountain Dog,ENTB000008,NA,Normal,Pass QC
ENTB000009,18.91,Entlebucher Mountain Dog,ENTB000009,NA,Normal,Pass QC
EPNT000001,17.51,English Pointer,EPNT000001,NA,Normal,Pass QC
EPNT000002,17.97,English Pointer,EPNT000002,NA,Normal,Pass QC
EPNT000003,20.1,English Pointer,EPNT000003,NA,Normal,Pass QC
EPNT000004,22.63,English Pointer,EPNT000004,NA,Normal,Pass QC
EPNT000005,17.09,English Pointer,EPNT000005,NA,Normal,Pass QC
EPNT000006,18.62,English Pointer,EPNT000006,NA,Normal,Pass QC
EPNT000007,21.33,English Pointer,EPNT000007,NA,Normal,Pass QC
EPNT000008,17.53,English Pointer,EPNT000008,NA,Normal,Pass QC
EPNT000009,18.37,Unknown,EPNT000009,NA,Normal,Pass QC
ESET000001,17.68,English Setter,ESET000001,NA,Normal,Pass QC
ESET000002,18.65,English Setter,ESET000002,NA,Normal,Pass QC
ESET000004,20.63,English Setter,ESET000004,NA,Normal,Pass QC
ESMD000001,19.25,Estrela Mountain Dog,ESMD000001,NA,Normal,Pass QC
ESMD000002,20.59,Estrela Mountain Dog,ESMD000002,NA,Normal,Pass QC
ESMD000003,23.26,Estrela Mountain Dog,ESMD000003,NA,Normal,Pass QC
ESMD000004,20.5,Estrela Mountain Dog,ESMD000004,NA,Normal,Pass QC
ESMD000005,17.19,Estrela Mountain Dog,ESMD000005,NA,Normal,Pass QC
ESMD000006,18.92,Estrela Mountain Dog,ESMD000006,NA,Normal,Pass QC
ESSP000001,17.43,English Springer Spaniel,ESSP000001,NA,Normal,Pass QC
ESSP000002,23.34,English Springer Spaniel,ESSP000002,NA,Normal,Pass QC
ESSP000003,17.85,English Springer Spaniel,ESSP000003,NA,Normal,Pass QC
ESTH000001,18.07,Estonian Hound,ESTH000001,NA,Normal,Pass QC
ESTH000002,16.9,Estonian Hound,ESTH000002,NA,Normal,Pass QC
ESTH000003,18.92,Estonian Hound,ESTH000003,NA,Normal,Pass QC
EURA000001,19.33,Eurasier,EURA000001,NA,Normal,Pass QC
EURA000002,17.38,Eurasier,EURA000002,NA,Normal,Pass QC
EURA000003,20.18,Eurasier,EURA000003,NA,Normal,Pass QC
EURA000004,18.32,Eurasier,EURA000004,NA,Normal,Pass QC
FBUL000001,18.58,French Bulldog,FBUL000001,NA,Normal,Pass QC
FBUL000002,22.38,French Bulldog,FBUL000002,NA,Normal,Pass QC
FBUL000003,17.61,French Bulldog,FBUL000003,NA,Normal,Pass QC
FBUL000004,18.4,French Bulldog,FBUL000004,NA,Normal,Pass QC
FBUL000005,17.38,French Bulldog,FBUL000005,NA,Normal,Pass QC
FBUL000006,18.27,French Bulldog,FBUL000006,NA,Normal,Pass QC
FIEL000001,19.91,Field Spaniel,FIEL000001,NA,Normal,Pass QC
FIEL000002,18.14,Field Spaniel,FIEL000002,NA,Normal,Pass QC
FIEL000003,22.13,Field Spaniel,FIEL000003,NA,Normal,Pass QC
FIEL000004,18.85,Field Spaniel,FIEL000004,NA,Normal,Pass QC
FIEL000005,18.75,Field Spaniel,FIEL000005,NA,Normal,Pass QC
FINH000001,20.17,Finnish Hound,FINH000001,NA,Normal,Pass QC
FINH000002,20.55,Finnish Hound,FINH000002,NA,Normal,Pass QC
FINH000003,20.57,Finnish Hound,FINH000003,NA,Normal,Pass QC
FINH000004,19.67,Finnish Hound,FINH000004,NA,Normal,Pass QC
FINH000005,17.54,Finnish Hound,FINH000005,NA,Normal,Pass QC
FINH000006,19.36,Finnish Hound,FINH000006,NA,Normal,Pass QC
FINS000001,19.46,Finnish Spitz,FINS000001,NA,Normal,Pass QC
FINS000002,20.1,Finnish Spitz,FINS000002,NA,Normal,Pass QC
FINS000003,19.23,Finnish Spitz,FINS000003,NA,Normal,Pass QC
FINS000004,19.58,Finnish Spitz,FINS000004,NA,Normal,Pass QC
FINS000005,18.58,Finnish Spitz,FINS000005,NA,Normal,Pass QC
FINS000006,18.53,Finnish Spitz,FINS000006,NA,Normal,Pass QC
FLCD000001,20.59,Bouvier des Flandres,FLCD000001,NA,Normal,Pass QC
FLCD000002,22.64,Bouvier des Flandres,FLCD000002,NA,Normal,Pass QC
FLCD000003,18.22,Bouvier des Flandres,FLCD000003,NA,Normal,Pass QC
FLCD000004,17.07,Bouvier des Flandres,FLCD000004,NA,Normal,Pass QC
FLCD000005,19.3,Bouvier des Flandres,FLCD000005,NA,Normal,Pass QC
FLCD000006,17.78,Bouvier des Flandres,FLCD000006,NA,Normal,Pass QC
FLCD000007,25.5,Bouvier des Flandres,FLCD000007,NA,Normal,Pass QC
FLCD000008,17.75,Bouvier des Flandres,FLCD000008,NA,Normal,Pass QC
FLCR000001,18,Flat-Coated Retriever,FLCR000001,NA,Normal,Pass QC
FLCR000002,21.2,Flat-Coated Retriever,FLCR000002,NA,Normal,Pass QC
FLCR000003,17.74,Flat-Coated Retriever,FLCR000003,NA,Normal,Pass QC
FOMD000001,19.51,Formosan Mountain Dog,FOMD000001,NA,Normal,Pass QC
FOMD000002,19.07,Formosan Mountain Dog,FOMD000002,NA,Normal,Pass QC
FOMD000003,19.96,Formosan Mountain Dog,FOMD000003,NA,Normal,Pass QC
FRSP000001,17.29,French Spaniel,FRSP000001,NA,Normal,Pass QC
FRSP000002,17.6,French Spaniel,FRSP000002,NA,Normal,Pass QC
FRSP000003,27.96,French Spaniel,FRSP000003,NA,Normal,Pass QC
FRSP000004,17.26,French Spaniel,FRSP000004,NA,Normal,Pass QC
FRSP000005,20.12,French Spaniel,FRSP000005,NA,Normal,Pass QC
FRSP000006,17.87,French Spaniel,FRSP000006,NA,Normal,Pass QC
FXTE000001,18.9,Wire Fox Terrier,FXTE000001,NA,Normal,Pass QC
FXTE000002,20,Wire Fox Terrier,FXTE000002,NA,Normal,Pass QC
FXTE000003,18.45,Smooth Fox Terrier,FXTE000003,NA,Normal,Pass QC
FXTE000004,21.59,Smooth Fox Terrier,FXTE000004,NA,Normal,Pass QC
FXTE000005,18.11,Smooth Fox Terrier,FXTE000005,NA,Normal,Pass QC
FXTE000006,23.26,Smooth Fox Terrier,FXTE000006,NA,Normal,Pass QC
FXTE000007,21.08,Unknown,FXTE000007,NA,Normal,Pass QC
GAFT000001,19.39,Great Anglo-French Tricolour Hound,GAFT000001,NA,Normal,Pass QC
GAFT000002,17.44,Great Anglo-French Tricolour Hound,GAFT000002,NA,Normal,Pass QC
GAFT000003,17.37,Great Anglo-French Tricolour Hound,GAFT000003,NA,Normal,Pass QC
GAFT000004,18.06,Great Anglo-French Tricolour Hound,GAFT000004,NA,Normal,Pass QC
GAFT000005,17.9,Great Anglo-French Tricolour Hound,GAFT000005,NA,Normal,Pass QC
GAFT000006,19.47,Great Anglo-French Tricolour Hound,GAFT000006,NA,Normal,Pass QC
GALG000001,17.85,Galgo Espanol,GALG000001,NA,Normal,Pass QC
GALG000002,20.53,Galgo Espanol,GALG000002,NA,Normal,Pass QC
GALG000003,19.26,Galgo Espanol,GALG000003,NA,Normal,Pass QC
GALG000004,17.41,Galgo Espanol,GALG000004,NA,Normal,Pass QC
GALG000005,18.85,Galgo Espanol,GALG000005,NA,Normal,Pass QC
GALG000006,18.23,Galgo Espanol,GALG000006,NA,Normal,Pass QC
GAWO000001,21.63,Great Anglo-French White and Orange Hound,GAWO000001,NA,Normal,Pass QC
GAWO000002,16.82,Great Anglo-French White and Orange Hound,GAWO000002,NA,Normal,Pass QC
GAWO000003,19.95,Great Anglo-French White and Orange Hound,GAWO000003,NA,Normal,Pass QC
GAWO000004,19.93,Great Anglo-French White and Orange Hound,GAWO000004,NA,Normal,Pass QC
GAWO000005,21.94,Great Anglo-French White and Orange Hound,GAWO000005,NA,Normal,Pass QC
GAWO000006,18.05,Great Anglo-French White and Orange Hound,GAWO000006,NA,Normal,Pass QC
GBGA000001,18.57,Grand Bleu de Gascogne,GBGA000001,NA,Normal,Pass QC
GBGV000001,18.81,Grand Basset Griffon Vendeen,GBGV000001,NA,Normal,Pass QC
GBGV000002,17.33,Grand Basset Griffon Vendeen,GBGV000002,NA,Normal,Pass QC
GBGV000003,17.37,Grand Basset Griffon Vendeen,GBGV000003,NA,Normal,Pass QC
GBGV000004,21.17,Grand Basset Griffon Vendeen,GBGV000004,NA,Normal,Pass QC
GBGV000005,18.38,Grand Basset Griffon Vendeen,GBGV000005,NA,Normal,Pass QC
GFBR000001,18.02,Griffon Fauve de Bretagne,GFBR000001,NA,Normal,Pass QC
