Sample_id,Coverage,Breed,SampleName,DiseaseAcronym,Status,The_reason_to_exclude
THAI000008,17.6,Thai Ridgeback,THAI000008,NA,Normal,Pass QC
THAI000009,17.13,Thai Ridgeback,THAI000009,NA,Normal,Pass QC
TIBS000001,16.88,Tibetan Spaniel,TIBS000001,NA,Normal,Pass QC
TIBS000002,20.37,Tibetan Spaniel,TIBS000002,NA,Normal,Pass QC
TIBS000003,11.44,Tibetan Spaniel,TIBS000003,NA,Normal,Pass QC
TIBS000004,11.26,Tibetan Spaniel,TIBS000004,NA,Normal,Pass QC
TIBS000005,17.28,Tibetan Spaniel,TIBS000005,NA,Normal,Pass QC
TIBS000006,19.35,Tibetan Spaniel,TIBS000006,NA,Normal,Pass QC
TIBS000007,21.01,Tibetan Spaniel,TIBS000007,NA,Normal,Pass QC
TIBT000001,19.99,Tibetan Terrier,TIBT000001,NA,Normal,Pass QC
TIBT000002,19.9,Tibetan Terrier,TIBT000002,NA,Normal,Pass QC
TIBT000003,22.27,Tibetan Terrier,TIBT000003,NA,Normal,Pass QC
TMSK000001,18.21,Tamaskan,TMSK000001,NA,Normal,Pass QC
TOSA000001,17.02,Tosa Inu,TOSA000001,NA,Normal,Pass QC
TOSA000002,17.36,Tosa Inu,TOSA000002,NA,Normal,Pass QC
TOSA000003,19.33,Tosa Inu,TOSA000003,NA,Normal,Pass QC
TPOO000001,17.86,Toy Poodle,TPOO000001,NA,Normal,Pass QC
TPOO000002,20.08,Toy Poodle,TPOO000002,NA,Normal,Pass QC
TURM000001,18.72,Turkish Mastiff,TURM000001,NA,Normal,Pass QC
TURM000002,19.71,Turkish Mastiff,TURM000002,NA,Normal,Pass QC
TURM000003,19.04,Turkish Mastiff,TURM000003,NA,Normal,Pass QC
TURM000004,20.68,Turkish Mastiff,TURM000004,NA,Normal,Pass QC
TURM000005,18.78,Turkish Mastiff,TURM000005,NA,Normal,Pass QC
TWCH000001,17.22,Unknown,TWCH000001,NA,Normal,Pass QC
TWCH000002,18.38,Treeing Walker Coonhound,TWCH000002,NA,Normal,Pass QC
TYFX000001,18.49,Toy Fox Terrier,TYFX000001,NA,Normal,Pass QC
TYFX000002,22.13,Toy Fox Terrier,TYFX000002,NA,Normal,Pass QC
TYFX000003,22.3,Toy Fox Terrier,TYFX000003,NA,Normal,Pass QC
TYFX000004,18.26,Toy Fox Terrier,TYFX000004,NA,Normal,Pass QC
TYFX000005,21,Toy Fox Terrier,TYFX000005,NA,Normal,Pass QC
TYFX000006,22.44,Toy Fox Terrier,TYFX000006,NA,Normal,Pass QC
TYFX000007,17.6,Toy Fox Terrier,TYFX000007,NA,Normal,Pass QC
TYFX000008,19.17,Toy Fox Terrier,TYFX000008,NA,Normal,Pass QC
TYFX000009,20.19,Toy Fox Terrier,TYFX000009,NA,Normal,Pass QC
TYFX000010,17.2,Toy Fox Terrier,TYFX000010,NA,Normal,Pass QC
VIZS000001,19.04,Vizsla,VIZS000001,NA,Normal,Pass QC
VIZS000002,15.51,Vizsla,VIZS000002,NA,Normal,Pass QC
VIZS000003,18.2,Vizsla,VIZS000003,NA,Normal,Pass QC
VIZS000004,19.79,Vizsla,VIZS000004,NA,Normal,Pass QC
VIZS000005,18.74,Vizsla,VIZS000005,NA,Normal,Pass QC
VIZS000006,16.98,Vizsla,VIZS000006,NA,Normal,Pass QC
VIZS000007,18.75,Vizsla,VIZS000007,NA,Normal,Pass QC
VPIN000001,18.09,Volpino Italiano,VPIN000001,NA,Normal,Pass QC
VPIN000002,20.09,Volpino Italiano,VPIN000002,NA,Normal,Pass QC
VPIN000003,20.86,Volpino Italiano,VPIN000003,NA,Normal,Pass QC
VPIN000004,20.19,Volpino Italiano,VPIN000004,NA,Normal,Pass QC
VPIN000005,18.79,Volpino Italiano,VPIN000005,NA,Normal,Pass QC
VPIN000006,18.49,Volpino Italiano,VPIN000006,NA,Normal,Pass QC
WEIM000001,16.99,Weimaraner,WEIM000001,NA,Normal,Pass QC
WEIM000002,18.83,Weimaraner,WEIM000002,NA,Normal,Pass QC
WEIM000003,19.31,Weimaraner,WEIM000003,NA,Normal,Pass QC
WEIM000004,17.62,Weimaraner,WEIM000004,NA,Normal,Pass QC
WEIM000005,18.55,Weimaraner,WEIM000005,NA,Normal,Pass QC
WELT000001,18.16,Welsh Terrier,WELT000001,NA,Normal,Pass QC
WELT000002,17.85,Welsh Terrier,WELT000002,NA,Normal,Pass QC
WELT000003,18.69,Welsh Terrier,WELT000003,NA,Normal,Pass QC
WELT000004,17.81,Welsh Terrier,WELT000004,NA,Normal,Pass QC
WELT000005,21.42,Welsh Terrier,WELT000005,NA,Normal,Pass QC
WELT000006,1.66,Welsh Terrier,WELT000006,NA,Normal,Pass QC
WHIP000001,20.26,Whippet,WHIP000001,NA,Normal,Pass QC
WHIP000002,19.31,Whippet,WHIP000002,NA,Normal,Pass QC
WHIP000003,19.09,Whippet,WHIP000003,NA,Normal,Pass QC
WHIP000004,19.11,Whippet,WHIP000004,NA,Normal,Pass QC
WHIP000005,17.57,Whippet,WHIP000005,NA,Normal,Pass QC
WHIP000006,21.24,Whippet,WHIP000006,NA,Normal,Pass QC
WHPG000001,19.99,Wirehaired Pointing Griffon,WHPG000001,NA,Normal,Pass QC
WHPG000002,20.31,Wirehaired Pointing Griffon,WHPG000002,NA,Normal,Pass QC
WHPG000003,17.53,Wirehaired Pointing Griffon,WHPG000003,NA,Normal,Pass QC
WHPG000004,19.97,Wirehaired Pointing Griffon,WHPG000004,NA,Normal,Pass QC
WHPG000005,19.12,Wirehaired Pointing Griffon,WHPG000005,NA,Normal,Pass QC
WHPG000006,18.84,Wirehaired Pointing Griffon,WHPG000006,NA,Normal,Pass QC
WIFX000001,17.88,Wire Fox Terrier,WIFX000001,NA,Normal,Pass QC
WIFX000002,22.35,Wire Fox Terrier,WIFX000002,NA,Normal,Pass QC
WSSD000003,19.9,White Swiss Shepherd Dog,WSSD000003,NA,Normal,Pass QC
WSSD000004,19.76,White Swiss Shepherd Dog,WSSD000004,NA,Normal,Pass QC
WSSD000005,20.11,White Swiss Shepherd Dog,WSSD000005,NA,Normal,Pass QC
WSSD000006,16.38,White Swiss Shepherd Dog,WSSD000006,NA,Normal,Pass QC
WSSD000007,25.47,White Swiss Shepherd Dog,WSSD000007,NA,Normal,Pass QC
WSSD000008,22.33,White Swiss Shepherd Dog,WSSD000008,NA,Normal,Pass QC
WSSD000009,20.99,White Swiss Shepherd Dog,WSSD000009,NA,Normal,Pass QC
WSSD000010,24.53,White Swiss Shepherd Dog,WSSD000010,NA,Normal,Pass QC
WSSP000001,13.49,Welsh Springer Spaniel,WSSP000001,NA,Normal,Pass QC
WSSP000002,22.61,Welsh Springer Spaniel,WSSP000002,NA,Normal,Pass QC
WSSP000003,19.71,Welsh Springer Spaniel,WSSP000003,NA,Normal,Pass QC
WSSP000004,17.57,Welsh Springer Spaniel,WSSP000004,NA,Normal,Pass QC
WSSP000005,18.06,Welsh Springer Spaniel,WSSP000005,NA,Normal,Pass QC
XOLO000001,14.93,Xoloitzcuintli,XOLO000001,NA,Normal,Pass QC
XOLO000002,11.13,Xoloitzcuintli,XOLO000002,NA,Normal,Pass QC
XOLO000003,17.19,Xoloitzcuintli,XOLO000003,NA,Normal,Pass QC
XOLO000004,17.63,Xoloitzcuintli,XOLO000004,NA,Normal,Pass QC
XOLO000005,16.96,Xoloitzcuintli,XOLO000005,NA,Normal,Pass QC
XOLO000006,18.85,Xoloitzcuintli,XOLO000006,NA,Normal,Pass QC
XOLO000007,21.24,Xoloitzcuintli,XOLO000007,NA,Normal,Pass QC
YORK000001,18.24,Yorkshire Terrier,YORK000001,NA,Normal,Pass QC
YORK000002,17.65,Yorkshire Terrier,YORK000002,NA,Normal,Pass QC
YORK000003,18.67,Yorkshire Terrier,YORK000003,NA,Normal,Pass QC
YORK000004,17.93,Yorkshire Terrier,YORK000004,NA,Normal,Pass QC
YORK000005,18.77,Yorkshire Terrier,YORK000005,NA,Normal,Pass QC
ZAGR000001,21.59,Zagar,ZAGR000001,NA,Normal,Pass QC
ZAGR000002,23.57,Zagar,ZAGR000002,NA,Normal,Pass QC
ZAGR000003,23.19,Zagar,ZAGR000003,NA,Normal,Pass QC
ZAGR000004,22.14,Zagar,ZAGR000004,NA,Normal,Pass QC
ZAGR000005,18.76,Zagar,ZAGR000005,NA,Normal,Pass QC
ZAGR000006,19.68,Zagar,ZAGR000006,NA,Normal,Pass QC
ZAGR000007,21.23,Zagar,ZAGR000007,NA,Normal,Pass QC
ZAGR000008,19.46,Zagar,ZAGR000008,NA,Normal,Pass QC
ZERD000001,19.12,Turkish Zerdava,ZERD000001,NA,Normal,Pass QC
ZERD000002,19.36,Turkish Zerdava,ZERD000002,NA,Normal,Pass QC
ZERD000003,20.12,Turkish Zerdava,ZERD000003,NA,Normal,Pass QC
ZERD000004,19.22,Turkish Zerdava,ZERD000004,NA,Normal,Pass QC
